owner_project,teamno,noofmembers,concerned_years,noofyears,proj_size,proj_language,proj_age,median_pr_merged,stanfordandgender,stanfordandgenderwithoutNAN,eth_stanandnameprism_st,eth_stanandnameprism_st_withoutNAN,knownethnicityprop,knowngenderprop,atleast75genprop,ethblau_st_cat,eth_blau_index,gender_blau_index,project_star_count,project_watchers_count,project_language,project_forks_count
matplotlib_matplotlib,118,10,"['2016', '2015', '2014', '2018', '2017']",5,361528,Python,2872,3,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male']","['White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.8,1,1,heterogeneous,0,0.18,10532,10532,Python,4672
mozilla_rust,3329,3,"['2018', '2015', '2014']",3,478658,Rust,3120,12,"['male', 'unisex', 'male']","['male', 'unisex', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0.444444444,41219,41219,Rust,6348
dotnet_corefx,1108,6,"['2018', '2017']",2,235269,,1516,10.5,"['male', 'male', 'male', 'male', 'female', 'male']","['male', 'male', 'male', 'male', 'female', 'male']","['White', 'White', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White']",0.833333333,1,1,heterogeneous,0,0.277777778,17822,17822,,5478
mozilla_rust,278,4,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,20,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,41219,41219,Rust,6348
NREL_EnergyPlus,33,7,"['2018', '2017', '2016', '2015']",4,465243,C++,1865,14,"['male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White', 'Black', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'Black', 'White', 'White']",0.857142857,1,1,heterogeneous,0.277777778,0,440,440,C++,200
gravitystorm_openstreetmap-carto,104,8,"['2017', '2018', '2016', '2015', '2014']",5,13744,CartoCSS,2237,3,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White']",0.75,0.875,1,heterogeneous,0,0,933,933,CartoCSS,518
mozilla_rust,4180,6,"['2018', '2017', '2016']",3,478658,Rust,3120,2,"['male', 'UnKnown', 'male', 'male', 'unisex', 'UnKnown']","['male', 'UnKnown', 'male', 'male', 'unisex', 'UnKnown']","['API', 'NAN', 'White', 'White', 'White', 'White']","['API', 'Unknown', 'White', 'White', 'White', 'White']",0.833333333,0.666666667,0,heterogeneous,0.32,0.375,41219,41219,Rust,6348
mozilla_rust,3804,9,"['2018', '2017']",2,478658,Rust,3120,28,"['male', 'unisex', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'UnKnown']","['male', 'unisex', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'NAN', 'Unknown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown']",0.777777778,0.666666667,0,heterogeneous,0,0.277777778,41219,41219,Rust,6348
numpy_numpy,204,12,"['2014', '2013', '2018', '2017', '2016', '2015']",6,72711,C,3031,26,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'White']",1,1,1,heterogeneous,0.152777778,0,12486,12486,C,4094
dmwm_WMCore,66,5,"['2018', '2017', '2016', '2015', '2014']",5,46092,Python,2667,1,"['male', 'UnKnown', 'male', 'male', 'male']","['male', 'UnKnown', 'male', 'male', 'male']","['Unknown', 'API', 'White', 'White', 'White']","['Unknown', 'API', 'White', 'White', 'White']",0.8,0.8,1,heterogeneous,0.375,0,29,29,Python,71
mozilla_rust,3594,6,"['2018', '2017', '2016']",3,478658,Rust,3120,5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'Hispanic']","['White', 'White', 'White', 'White', 'White', 'Hispanic']",1,1,1,heterogeneous,0.277777778,0,41219,41219,Rust,6348
mozilla_rust,424,12,"['2018', '2017']",2,478658,Rust,3120,25,"['male', 'UnKnown', 'UnKnown', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'female', 'male']","['male', 'UnKnown', 'UnKnown', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'female', 'male']","['White', 'NAN', 'White', 'NAN', 'NAN', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",0.75,0.666666667,0,heterogeneous,0,0.21875,41219,41219,Rust,6348
dotnet_corefx,454,6,"['2018', '2017']",2,235269,,1516,11.5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,17822,17822,,5478
pydata_pandas,274,3,"['2018', '2016', '2014']",3,174364,Python,3051,10,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,22689,22689,Python,9046
mozilla_servo,225,4,"['2017', '2018']",2,1021589,Rust,2518,45,"['male', 'female', 'male', 'male']","['male', 'female', 'male', 'male']","['White', 'API', 'White', 'Hispanic']","['White', 'API', 'White', 'Hispanic']",1,1,1,heterogeneous,0.625,0.375,15268,15268,Rust,2294
NREL_EnergyPlus,34,7,"['2018', '2017', '2016', '2015', '2014']",5,465243,C++,1865,15,"['male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'Unknown', 'White', 'White', 'Black', 'White', 'API']","['White', 'Unknown', 'White', 'White', 'Black', 'White', 'API']",0.857142857,0.857142857,1,heterogeneous,0.5,0,440,440,C++,200
NREL_EnergyPlus,39,6,"['2018', '2017', '2016', '2015', '2014']",5,465243,C++,1865,12,"['male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'Unknown', 'White', 'White', 'White', 'API']","['White', 'Unknown', 'White', 'White', 'White', 'API']",0.833333333,0.833333333,1,heterogeneous,0.32,0,440,440,C++,200
dotnet_corefx,234,6,"['2018', '2017', '2016']",3,235269,,1516,9,"['male', 'male', 'UnKnown', 'male', 'male', 'UnKnown']","['male', 'male', 'UnKnown', 'male', 'male', 'UnKnown']","['White', 'White', 'Unknown', 'White', 'White', 'API']","['White', 'White', 'Unknown', 'White', 'White', 'API']",0.833333333,0.666666667,0,heterogeneous,0.32,0,17822,17822,,5478
mozilla_rust,299,4,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,3,"['male', 'UnKnown', 'unisex', 'male']","['male', 'UnKnown', 'unisex', 'male']","['White', 'White', 'API', 'White']","['White', 'White', 'API', 'White']",1,0.75,1,heterogeneous,0.375,0.444444444,41219,41219,Rust,6348
mozilla_rust,1830,3,"['2018', '2017', '2016']",3,478658,Rust,3120,12,"['male', 'unisex', 'male']","['male', 'unisex', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0.444444444,41219,41219,Rust,6348
dotnet_corefx,1309,3,"['2018', '2017', '2016', '2015']",4,235269,,1516,1,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,17822,17822,,5478
NuGet_NuGetGallery,5,7,"['2018', '2017']",2,76205,C#,2701,4,"['female', 'male', 'male', 'female', 'male', 'male', 'UnKnown']","['female', 'male', 'male', 'female', 'male', 'male', 'UnKnown']","['API', 'White', 'White', 'White', 'White', 'API', 'Unknown']","['API', 'White', 'White', 'White', 'White', 'API', 'Unknown']",0.857142857,0.857142857,1,heterogeneous,0.444444444,0.444444444,1202,1202,C#,581
CartoDB_cartodb,135,6,"['2018', '2017', '2016']",3,402787,JavaScript,2370,9.5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['Hispanic', 'Hispanic', 'Hispanic', 'Hispanic', 'Hispanic', 'Hispanic']","['Hispanic', 'Hispanic', 'Hispanic', 'Hispanic', 'Hispanic', 'Hispanic']",1,1,1,homogeneous,0,0,2285,2285,JavaScript,621
mozilla_rust,588,12,"['2018', '2017']",2,478658,Rust,3120,31.5,"['male', 'female', 'UnKnown', 'male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'female', 'UnKnown', 'male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'NAN', 'NAN', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'Unknown', 'White', 'White', 'White']",0.75,0.75,1,heterogeneous,0,0.197530864,41219,41219,Rust,6348
mozilla_rust,1809,12,['2018'],1,478658,Rust,3120,57.5,"['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'female']","['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'female']","['White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White']",0.75,1,1,heterogeneous,0,0.402777778,41219,41219,Rust,6348
dotnet_corefx,474,7,"['2018', '2016']",2,235269,,1516,16,"['male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'API', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'API', 'Unknown', 'White', 'White']",0.857142857,0.714285714,0,heterogeneous,0.277777778,0,17822,17822,,5478
mozilla_rust,3571,4,"['2018', '2017', '2016']",3,478658,Rust,3120,6.5,"['male', 'unisex', 'UnKnown', 'male']","['male', 'unisex', 'UnKnown', 'male']","['White', 'White', 'NAN', 'White']","['White', 'White', 'Unknown', 'White']",0.75,0.75,1,heterogeneous,0,0.444444444,41219,41219,Rust,6348
dotnet_corefx,39,5,"['2018', '2017', '2016']",3,235269,,1516,8,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'Hispanic', 'White', 'White', 'White']","['White', 'Hispanic', 'White', 'White', 'White']",1,1,1,heterogeneous,0.32,0,17822,17822,,5478
mozilla_rust,336,3,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,22,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,41219,41219,Rust,6348
mozilla_rust,562,5,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,1,"['male', 'male', 'UnKnown', 'male', 'UnKnown']","['male', 'male', 'UnKnown', 'male', 'UnKnown']","['White', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White']",0.8,0.6,0,heterogeneous,0,0,41219,41219,Rust,6348
chapel-lang_chapel,50,5,"['2018', '2017']",2,625604,Chapel,1636,25,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'API', 'White']","['White', 'White', 'White', 'API', 'White']",1,1,1,heterogeneous,0.32,0,944,944,Chapel,247
mozilla_rust,4175,9,"['2018', '2017']",2,478658,Rust,3120,31,"['male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'UnKnown', 'male', 'male']","['API', 'White', 'White', 'White', 'White', 'Unknown', 'NAN', 'White', 'White']","['API', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White']",0.777777778,0.777777778,1,heterogeneous,0.244897959,0.244897959,41219,41219,Rust,6348
Araq_Nimrod,101,9,"['2018', '2017']",2,86474,Nim,3059,14,"['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'Unknown', 'NAN']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'Unknown', 'Unknown']",0.777777778,0.777777778,1,heterogeneous,0.244897959,0.244897959,8474,8474,Nim,936
mozilla_rust,4176,9,"['2018', '2017']",2,478658,Rust,3120,31,"['male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'UnKnown', 'male', 'male']","['API', 'White', 'White', 'White', 'White', 'Unknown', 'NAN', 'White', 'White']","['API', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White']",0.777777778,0.777777778,1,heterogeneous,0.244897959,0.244897959,41219,41219,Rust,6348
mozilla_rust,590,13,"['2018', '2017']",2,478658,Rust,3120,29,"['male', 'female', 'UnKnown', 'male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['male', 'female', 'UnKnown', 'male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'NAN', 'NAN', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.846153846,0.769230769,1,heterogeneous,0,0.18,41219,41219,Rust,6348
mavlink_qgroundcontrol,42,6,"['2018', '2017', '2016']",3,373914,C++,2636,3,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,1365,1365,C++,1796
mantidproject_mantid,207,8,"['2016', '2015', '2018', '2017']",4,596039,C++,2632,5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White']",1,1,1,heterogeneous,0.21875,0,121,121,C++,74
mavlink_qgroundcontrol,38,4,"['2018', '2016', '2015', '2014']",4,373914,C++,2636,6.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,1365,1365,C++,1796
hydroshare_hydroshare,25,9,"['2018', '2017', '2016']",3,235598,Python,1551,7,"['male', 'male', 'unisex', 'female', 'male', 'unisex', 'UnKnown', 'male', 'male']","['male', 'male', 'unisex', 'female', 'male', 'unisex', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'API', 'Hispanic', 'API', 'API', 'White', 'White']","['White', 'White', 'White', 'API', 'Hispanic', 'API', 'API', 'White', 'White']",1,0.888888889,1,heterogeneous,0.567901235,0.53125,97,97,Python,20
letsencrypt_lets-encrypt-preview,68,5,"['2018', '2017', '2016', '2015']",4,24643,Python,1510,12,"['male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White']",0.8,0.8,1,heterogeneous,0,0,26008,26008,Python,2746
scikit-learn_scikit-learn,319,8,"['2018', '2017', '2016']",3,112353,Python,3058,21,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.875,1,1,heterogeneous,0,0,38517,38517,Python,18898
mozilla_rust,3595,7,"['2018', '2017', '2016']",3,478658,Rust,3120,1,"['male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,41219,41219,Rust,6348
Araq_Nimrod,103,8,"['2018', '2017']",2,86474,Nim,3059,6,"['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'NAN', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White']",0.875,0.875,1,heterogeneous,0,0.244897959,8474,8474,Nim,936
mozilla_rust,529,8,"['2018', '2017', '2015']",3,478658,Rust,3120,24,"['male', 'female', 'UnKnown', 'unisex', 'male', 'male', 'UnKnown', 'male']","['male', 'female', 'UnKnown', 'unisex', 'male', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'NAN', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White']",0.75,0.75,1,heterogeneous,0,0.5,41219,41219,Rust,6348
hazelcast_hazelcast,50,9,"['2015', '2018', '2017', '2016']",4,195880,Java,2476,9,"['male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.888888889,0.777777778,1,heterogeneous,0,0,3464,3464,Java,1228
manastech_crystal,249,10,"['2018', '2017', '2016', '2015']",4,43155,Crystal,2225,14.5,"['male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'UnKnown', 'male']","['male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'UnKnown', 'male']","['Unknown', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",0.9,0.7,0,heterogeneous,0,0.244897959,14175,14175,Crystal,1098
Araq_Nimrod,102,8,"['2018', '2017']",2,86474,Nim,3059,11,"['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'White']",1,0.875,1,heterogeneous,0.21875,0.244897959,8474,8474,Nim,936
scikit-learn_scikit-learn,317,8,"['2018', '2017', '2016']",3,112353,Python,3058,20.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.875,1,1,heterogeneous,0,0,38517,38517,Python,18898
